cohort,split,filename,image_path,expected,result,confidence,strict_correct,roi_count,ocr_token_count,elapsed_ms,reason,regions_json,distance_to_suspicious,distance_to_tampered
independent,test,p (6).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (6).jpg,篡改,篡改,0.66,True,2,24,527.7,全局UI布局异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [255, 143, 160, 36], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [255, 143, 415, 179], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [495, 493, 151, 17], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [495, 493, 646, 510], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",0.11,0.01
independent,test,p (7).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (7).jpg,篡改,篡改,0.66,True,2,26,575.8,全局UI布局异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [252, 140, 127, 39], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [252, 140, 379, 179], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [491, 488, 149, 16], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [491, 488, 640, 504], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",0.11,0.01
independent,train,p (21).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (21).jpg,篡改,篡改,0.66,True,1,28,557.5,全局UI布局异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [286, 126, 126, 35], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 1, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [286, 126, 412, 161], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}]",0.11,0.01
independent,train,no (8).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (8).jpg,正常,正常,0.0642959241954623,True,2,54,1353.8,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.0642959241954623, ""bbox"": [176, 522, 118, 19], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [176, 522, 294, 541], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.04925009891330272, ""bbox"": [176, 597, 128, 16], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [176, 597, 304, 613], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",-0.485704,-0.585704
independent,train,no (1).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (1).jpg,正常,正常,0.459504222235671,True,4,32,873.1,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.034050018659051835, ""bbox"": [342, 558, 398, 107], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [342, 558, 740, 665], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.459504222235671, ""bbox"": [88, 1387, 568, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [88, 1387, 656, 1436], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.35457616008893184, ""bbox"": [333, 811, 354, 41], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [333, 811, 687, 852], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}, {""result"": ""正常"", ""confidence"": 0.45800913835316026, ""bbox"": [336, 897, 152, 46], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [336, 897, 488, 943], ""field_type"": ""name"", ""field_label"": ""姓名"", ""region_no"": 4}]",-0.090496,-0.190496
independent,validation,17.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/17.jpg,正常,正常,0.4488416095237629,True,3,26,759.2,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.4488416095237629, ""bbox"": [419, 683, 343, 94], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [419, 683, 762, 777], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.39712392154674475, ""bbox"": [353, 1181, 476, 51], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1181, 829, 1232], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.41496234746524113, ""bbox"": [353, 1267, 470, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1267, 823, 1316], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}]",-0.101158,-0.201158
independent,validation,19.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/19.jpg,正常,正常,0.457749923894121,True,3,26,796.9,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.457749923894121, ""bbox"": [418, 680, 345, 98], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [418, 680, 763, 778], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.4226147943144243, ""bbox"": [353, 1181, 470, 51], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1181, 823, 1232], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.4152689458238448, ""bbox"": [353, 1267, 473, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1267, 826, 1316], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}]",-0.09225,-0.19225
independent,validation,20.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/20.jpg,正常,正常,0.4188098248478302,True,3,26,829.3,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.4188098248478302, ""bbox"": [422, 755, 335, 94], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [422, 755, 757, 849], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.38416848694991046, ""bbox"": [353, 1339, 481, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1339, 834, 1388], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.391742846771316, ""bbox"": [353, 1255, 474, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1255, 827, 1304], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}]",-0.13119,-0.23119
independent,validation,22.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/22.jpg,正常,正常,0.43239245903638845,True,3,26,829.0,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.43239245903638845, ""bbox"": [421, 681, 336, 99], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [421, 681, 757, 780], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.37858787948013856, ""bbox"": [353, 1267, 490, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1267, 843, 1316], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.4161296352331903, ""bbox"": [350, 1183, 477, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [350, 1183, 827, 1232], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}]",-0.117608,-0.217608
independent,validation,23.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/23.jpg,正常,正常,0.4366999273046028,True,3,26,680.1,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.4036807336338301, ""bbox"": [421, 683, 336, 94], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [421, 683, 757, 777], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.4366999273046028, ""bbox"": [353, 1181, 470, 51], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1181, 823, 1232], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.4171334434248143, ""bbox"": [353, 1267, 468, 49], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [353, 1267, 821, 1316], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}]",-0.1133,-0.2133
independent,test,p (1).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (1).jpg,篡改,篡改,0.66,True,3,17,435.1,全局UI布局异常；局部字体风格异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [38, 384, 398, 36], ""reason"": ""全局UI布局异常；局部字体风格异常"", ""bbox_overlap_check"": {""max_iou"": 0.0264, ""risk_max_iou"": 0.0264, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [38, 384, 436, 420], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [38, 418, 344, 36], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0264, ""risk_max_iou"": 0.0264, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [38, 418, 382, 454], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [230, 4, 265, 37], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0264, ""risk_max_iou"": 0.0264, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [230, 4, 495, 41], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",0.11,0.01
independent,test,p (17).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (17).jpg,篡改,篡改,0.66,True,2,15,378.7,全局UI布局异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [43, 379, 441, 41], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0153, ""risk_max_iou"": 0.0153, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [43, 379, 484, 420], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [44, 418, 198, 41], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0153, ""risk_max_iou"": 0.0153, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [44, 418, 242, 459], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",0.11,0.01
independent,train,p (25).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (25).jpg,篡改,篡改,0.66,True,3,36,745.8,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [550, 671, 143, 31], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [550, 671, 693, 702], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [604, 737, 92, 38], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [604, 737, 696, 775], ""field_type"": ""name"", ""field_label"": ""姓名"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [427, 600, 63, 29], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [427, 600, 490, 629], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",0.11,0.01
independent,train,p (15).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (15).jpg,篡改,篡改,0.7000000000000001,True,6,26,704.7,全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图),"[{""result"": ""篡改"", ""confidence"": 0.7000000000000001, ""bbox"": [38, 168, 453, 39], ""reason"": ""全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图)"", ""bbox_overlap_check"": {""max_iou"": 0.7925, ""risk_max_iou"": 0.7925, ""overlapping_pairs"": [{""bbox_a"": [38, 168, 491, 207], ""bbox_b"": [38, 168, 397, 207], ""iou"": 0.7925, ""same_row_fragment"": false}], ""box_count"": 6, ""anomalies"": [""bbox_iou_hard_overlap""]}, ""hard_tamper_flags"": {""bbox_iou"": true}, ""original_bbox"": [38, 168, 491, 207], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.7000000000000001, ""bbox"": [37, 546, 397, 38], ""reason"": ""全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图)；局部字体风格异常"", ""bbox_overlap_check"": {""max_iou"": 0.7925, ""risk_max_iou"": 0.7925, ""overlapping_pairs"": [{""bbox_a"": [38, 168, 491, 207], ""bbox_b"": [38, 168, 397, 207], ""iou"": 0.7925, ""same_row_fragment"": false}], ""box_count"": 6, ""anomalies"": [""bbox_iou_hard_overlap""]}, ""hard_tamper_flags"": {""bbox_iou"": true}, ""original_bbox"": [37, 546, 434, 584], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.7000000000000001, ""bbox"": [38, 168, 359, 39], ""reason"": ""全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图)"", ""bbox_overlap_check"": {""max_iou"": 0.7925, ""risk_max_iou"": 0.7925, ""overlapping_pairs"": [{""bbox_a"": [38, 168, 491, 207], ""bbox_b"": [38, 168, 397, 207], ""iou"": 0.7925, ""same_row_fragment"": false}], ""box_count"": 6, ""anomalies"": [""bbox_iou_hard_overlap""]}, ""hard_tamper_flags"": {""bbox_iou"": true}, ""original_bbox"": [38, 168, 397, 207], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}, {""result"": ""篡改"", ""confidence"": 0.7000000000000001, ""bbox"": [38, 581, 372, 37], ""reason"": ""全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图)"", ""bbox_overlap_check"": {""max_iou"": 0.7925, ""risk_max_iou"": 0.7925, ""overlapping_pairs"": [{""bbox_a"": [38, 168, 491, 207], ""bbox_b"": [38, 168, 397, 207], ""iou"": 0.7925, ""same_row_fragment"": false}], ""box_count"": 6, ""anomalies"": [""bbox_iou_hard_overlap""]}, ""hard_tamper_flags"": {""bbox_iou"": true}, ""original_bbox"": [38, 581, 410, 618], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}, {""result"": ""篡改"", ""confidence"": 0.7000000000000001, ""bbox"": [407, 171, 84, 32], ""reason"": ""全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图)"", ""bbox_overlap_check"": {""max_iou"": 0.7925, ""risk_max_iou"": 0.7925, ""overlapping_pairs"": [{""bbox_a"": [38, 168, 491, 207], ""bbox_b"": [38, 168, 397, 207], ""iou"": 0.7925, ""same_row_fragment"": false}], ""box_count"": 6, ""anomalies"": [""bbox_iou_hard_overlap""]}, ""hard_tamper_flags"": {""bbox_iou"": true}, ""original_bbox"": [407, 171, 491, 203], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 5}, {""result"": ""篡改"", ""confidence"": 0.7000000000000001, ""bbox"": [190, 127, 75, 28], ""reason"": ""全局UI布局异常；检测到多个高度重叠的疑似数字区域(疑似复制贴图)"", ""bbox_overlap_check"": {""max_iou"": 0.7925, ""risk_max_iou"": 0.7925, ""overlapping_pairs"": [{""bbox_a"": [38, 168, 491, 207], ""bbox_b"": [38, 168, 397, 207], ""iou"": 0.7925, ""same_row_fragment"": false}], ""box_count"": 6, ""anomalies"": [""bbox_iou_hard_overlap""]}, ""hard_tamper_flags"": {""bbox_iou"": true}, ""original_bbox"": [190, 127, 265, 155], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 6}]",0.15,0.05
independent,train,p (44).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (44).jpg,篡改,篡改,0.7938616571275597,True,6,39,1380.6,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [540, 2049, 532, 76], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [540, 2049, 1072, 2125], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [467, 878, 322, 93], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [467, 878, 789, 971], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [116, 2053, 393, 67], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [116, 2053, 509, 2120], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}, {""result"": ""篡改"", ""confidence"": 0.6607750624561581, ""bbox"": [117, 1200, 209, 55], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [117, 1200, 326, 1255], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [633, 1068, 178, 52], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [633, 1068, 811, 1120], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 5}, {""result"": ""篡改"", ""confidence"": 0.7938616571275597, ""bbox"": [372, 249, 146, 52], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [372, 249, 518, 301], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 6}]",0.243862,0.143862
